[2024-10-30 20:33:00] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-10-30 20:33:00] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-10-30 20:33:00] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-10-30 20:33:01] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-10-30 20:33:01] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-10-30 20:33:01] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-10-30 20:33:01] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\Vauler/wp-content/uploads\simply-static\temp-files/simply-static-1-1730320380\
[2024-10-30 20:33:01] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/vauler/
[2024-10-30 20:33:54] [class-ss-page-handler.php:38] URL Prepared:http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/notes/notes.min.js.LICENSE.txt?simply_static_page=674
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/notes/notes.min.js.LICENSE.txt?simply_static_page=674
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:103] Filesize: 492 bytes
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro/assets/js/notes/notes.min.js.LICENSE.txt
[2024-10-30 20:33:54] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/67229832ef8c2-mn0XGl.tmp to C:\xampp\htdocs\Vauler/wp-content/uploads\simply-static\temp-files/simply-static-1-1730320380/wp-content/plugins/elementor-pro/assets/js/notes/notes.min.js.LICENSE.txt
[2024-10-30 20:33:55] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 20:33:55] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 20:33:55] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 20:33:55] [class-ss-page.php:119] Checking Content Identical:a0d36424a17347200103de912ace3a76da195a74===. Value: FALSE
[2024-10-30 20:33:55] [class-ss-fetch-urls-task.php:72] URL: http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/notes/vendors-node_modules_radix-ui_react-alert-dialog_dist_index_module_js-node_modules_radix-ui_r-e4587e.js
[2024-10-30 20:33:55] [class-ss-task.php:58] [PAGES STATUS] Remaining:26; Total: 978
[2024-10-30 20:33:55] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 20:33:55] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/6722983303a30-JzerHj.tmp
[2024-10-30 20:33:55] [class-ss-page-handler.php:38] URL Prepared:http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/notes/vendors-node_modules_radix-ui_react-alert-dialog_dist_index_module_js-node_modules_radix-ui_r-e4587e.js?simply_static_page=675
[2024-10-30 20:33:55] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/notes/vendors-node_modules_radix-ui_react-alert-dialog_dist_index_module_js-node_modules_radix-ui_r-e4587e.js?simply_static_page=675
[2024-10-30 20:33:55] [class-ss-url-fetcher.php:103] Filesize: 861165 bytes
[2024-10-30 20:33:55] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-30 20:33:55] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro/assets/js/notes/vendors-node_modules_radix-ui_react-alert-dialog_dist_index_module_js-node_modules_radix-ui_r-e4587e.js
[2024-10-30 20:33:55] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/6722983303a30-JzerHj.tmp to C:\xampp\htdocs\Vauler/wp-content/uploads\simply-static\temp-files/simply-static-1-1730320380/wp-content/plugins/elementor-pro/assets/js/notes/vendors-node_modules_radix-ui_react-alert-dialog_dist_index_module_js-node_modules_radix-ui_r-e4587e.js
[2024-10-30 20:33:55] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 20:33:55] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 20:33:55] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 20:33:55] [class-ss-page.php:119] Checking Content Identical:a2e961c5ffd69126ea8dbcf6b0c7b417a1b32901===. Value: FALSE
[2024-10-30 20:33:55] [class-ss-fetch-urls-task.php:72] URL: http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/off-canvas-editor.537e5e064206eea190cc.bundle.js
[2024-10-30 20:33:55] [class-ss-task.php:58] [PAGES STATUS] Remaining:25; Total: 978
[2024-10-30 20:33:55] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 20:33:55] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/6722983312404-kcYu9R.tmp
[2024-10-30 20:33:55] [class-ss-page-handler.php:38] URL Prepared:http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/off-canvas-editor.537e5e064206eea190cc.bundle.js?simply_static_page=676
[2024-10-30 20:33:55] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/off-canvas-editor.537e5e064206eea190cc.bundle.js?simply_static_page=676
[2024-10-30 20:33:55] [class-ss-url-fetcher.php:103] Filesize: 6195 bytes
[2024-10-30 20:33:55] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-30 20:33:55] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro/assets/js/off-canvas-editor.537e5e064206eea190cc.bundle.js
[2024-10-30 20:33:55] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/6722983312404-kcYu9R.tmp to C:\xampp\htdocs\Vauler/wp-content/uploads\simply-static\temp-files/simply-static-1-1730320380/wp-content/plugins/elementor-pro/assets/js/off-canvas-editor.537e5e064206eea190cc.bundle.js
[2024-10-30 20:33:55] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 20:33:55] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 20:33:55] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 20:33:55] [class-ss-page.php:119] Checking Content Identical:8cf32b3d250d567349fca008ab68796630fef51a===. Value: FALSE
[2024-10-30 20:33:55] [class-ss-fetch-urls-task.php:72] URL: http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/off-canvas-editor.f188d072365885d9b0dd.bundle.min.js
[2024-10-30 20:33:55] [class-ss-task.php:58] [PAGES STATUS] Remaining:24; Total: 978
[2024-10-30 20:33:55] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 20:33:55] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/6722983319c08-TwsSyu.tmp
[2024-10-30 20:33:55] [class-ss-page-handler.php:38] URL Prepared:http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/off-canvas-editor.f188d072365885d9b0dd.bundle.min.js?simply_static_page=677
[2024-10-30 20:33:55] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/off-canvas-editor.f188d072365885d9b0dd.bundle.min.js?simply_static_page=677
[2024-10-30 20:33:55] [class-ss-url-fetcher.php:103] Filesize: 2527 bytes
[2024-10-30 20:33:55] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-30 20:33:55] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro/assets/js/off-canvas-editor.f188d072365885d9b0dd.bundle.min.js
[2024-10-30 20:33:55] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/6722983319c08-TwsSyu.tmp to C:\xampp\htdocs\Vauler/wp-content/uploads\simply-static\temp-files/simply-static-1-1730320380/wp-content/plugins/elementor-pro/assets/js/off-canvas-editor.f188d072365885d9b0dd.bundle.min.js
[2024-10-30 20:33:55] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 20:33:55] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 20:33:55] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 20:33:55] [class-ss-page.php:119] Checking Content Identical:8e31cedae0ac8475b45dfe21cf769f212612fcde===. Value: FALSE
[2024-10-30 20:33:55] [class-ss-fetch-urls-task.php:72] URL: http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/off-canvas.26fe37796a9397d32c9f.bundle.js
[2024-10-30 20:33:55] [class-ss-task.php:58] [PAGES STATUS] Remaining:23; Total: 978
[2024-10-30 20:33:55] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 20:33:55] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/6722983321c39-vhAyJk.tmp
[2024-10-30 20:33:55] [class-ss-page-handler.php:38] URL Prepared:http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/off-canvas.26fe37796a9397d32c9f.bundle.js?simply_static_page=678
[2024-10-30 20:33:55] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/off-canvas.26fe37796a9397d32c9f.bundle.js?simply_static_page=678
[2024-10-30 20:33:55] [class-ss-url-fetcher.php:103] Filesize: 10683 bytes
[2024-10-30 20:33:55] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-30 20:33:55] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro/assets/js/off-canvas.26fe37796a9397d32c9f.bundle.js
[2024-10-30 20:33:55] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/6722983321c39-vhAyJk.tmp to C:\xampp\htdocs\Vauler/wp-content/uploads\simply-static\temp-files/simply-static-1-1730320380/wp-content/plugins/elementor-pro/assets/js/off-canvas.26fe37796a9397d32c9f.bundle.js
[2024-10-30 20:33:55] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 20:33:55] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 20:33:55] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 20:33:55] [class-ss-page.php:119] Checking Content Identical:c90d2ee7710db3b3d95281a04ab3f93c823b0ec8===. Value: FALSE
[2024-10-30 20:33:55] [class-ss-fetch-urls-task.php:72] URL: http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/off-canvas.38087f3bf0da88e5e2e9.bundle.min.js
[2024-10-30 20:33:55] [class-ss-task.php:58] [PAGES STATUS] Remaining:22; Total: 978
[2024-10-30 20:33:55] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 20:33:55] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/6722983329903-icuXq2.tmp
[2024-10-30 20:33:55] [class-ss-page-handler.php:38] URL Prepared:http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/off-canvas.38087f3bf0da88e5e2e9.bundle.min.js?simply_static_page=679
[2024-10-30 20:33:55] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/off-canvas.38087f3bf0da88e5e2e9.bundle.min.js?simply_static_page=679
[2024-10-30 20:33:55] [class-ss-url-fetcher.php:103] Filesize: 6616 bytes
[2024-10-30 20:33:55] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-30 20:33:55] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro/assets/js/off-canvas.38087f3bf0da88e5e2e9.bundle.min.js
[2024-10-30 20:33:55] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/6722983329903-icuXq2.tmp to C:\xampp\htdocs\Vauler/wp-content/uploads\simply-static\temp-files/simply-static-1-1730320380/wp-content/plugins/elementor-pro/assets/js/off-canvas.38087f3bf0da88e5e2e9.bundle.min.js
[2024-10-30 20:33:55] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 20:33:55] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 20:33:55] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 20:33:55] [class-ss-page.php:119] Checking Content Identical:5009100e2ca7e0a60e39b4808ca5b91c9aa2a48f===. Value: FALSE
[2024-10-30 20:33:55] [class-ss-fetch-urls-task.php:72] URL: http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/packages/editor-documents-extended/editor-documents-extended.asset.php
[2024-10-30 20:33:55] [class-ss-task.php:58] [PAGES STATUS] Remaining:21; Total: 978
[2024-10-30 20:33:55] [class-ss-fetch-urls-task.php:79] Excludable found: URL: http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/packages/editor-documents-extended/editor-documents-extended.asset.php
[2024-10-30 20:33:55] [class-ss-fetch-urls-task.php:89] Skipping URL because it is no-save and no-follow
[2024-10-30 20:33:55] [class-ss-fetch-urls-task.php:72] URL: http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/packages/editor-documents-extended/editor-documents-extended.js
[2024-10-30 20:33:55] [class-ss-task.php:58] [PAGES STATUS] Remaining:20; Total: 978
[2024-10-30 20:33:55] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 20:33:55] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/672298333335d-Qxwhaa.tmp
[2024-10-30 20:33:55] [class-ss-page-handler.php:38] URL Prepared:http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/packages/editor-documents-extended/editor-documents-extended.js?simply_static_page=681
[2024-10-30 20:33:55] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/packages/editor-documents-extended/editor-documents-extended.js?simply_static_page=681
[2024-10-30 20:33:55] [class-ss-url-fetcher.php:103] Filesize: 16938 bytes
[2024-10-30 20:33:55] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-30 20:33:55] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro/assets/js/packages/editor-documents-extended/editor-documents-extended.js
[2024-10-30 20:33:55] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/672298333335d-Qxwhaa.tmp to C:\xampp\htdocs\Vauler/wp-content/uploads\simply-static\temp-files/simply-static-1-1730320380/wp-content/plugins/elementor-pro/assets/js/packages/editor-documents-extended/editor-documents-extended.js
[2024-10-30 20:33:55] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 20:33:55] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 20:33:55] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 20:33:55] [class-ss-page.php:119] Checking Content Identical:ebfb6c9d478c407aaf4ec8f7630db4be5de2d5c3===. Value: FALSE
[2024-10-30 20:33:55] [class-ss-fetch-urls-task.php:72] URL: http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/packages/editor-documents-extended/editor-documents-extended.min.js
[2024-10-30 20:33:55] [class-ss-task.php:58] [PAGES STATUS] Remaining:19; Total: 978
[2024-10-30 20:33:55] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 20:33:55] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/672298333bba9-8a2vHv.tmp
[2024-10-30 20:33:55] [class-ss-page-handler.php:38] URL Prepared:http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/packages/editor-documents-extended/editor-documents-extended.min.js?simply_static_page=682
[2024-10-30 20:33:55] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/packages/editor-documents-extended/editor-documents-extended.min.js?simply_static_page=682
[2024-10-30 20:33:55] [class-ss-url-fetcher.php:103] Filesize: 7700 bytes
[2024-10-30 20:33:55] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-30 20:33:55] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro/assets/js/packages/editor-documents-extended/editor-documents-extended.min.js
[2024-10-30 20:33:55] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/672298333bba9-8a2vHv.tmp to C:\xampp\htdocs\Vauler/wp-content/uploads\simply-static\temp-files/simply-static-1-1730320380/wp-content/plugins/elementor-pro/assets/js/packages/editor-documents-extended/editor-documents-extended.min.js
[2024-10-30 20:33:55] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 20:33:55] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 20:33:55] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 20:33:55] [class-ss-page.php:119] Checking Content Identical:f4bcf6c9600d11d4fe1913b64d90373f85e42eb2===. Value: FALSE
[2024-10-30 20:33:55] [class-ss-fetch-urls-task.php:72] URL: http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/packages/editor-documents-extended/editor-documents-extended.strings.js
[2024-10-30 20:33:55] [class-ss-task.php:58] [PAGES STATUS] Remaining:18; Total: 978
[2024-10-30 20:33:55] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 20:33:55] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/6722983345b3f-EuuW4a.tmp
[2024-10-30 20:33:55] [class-ss-page-handler.php:38] URL Prepared:http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/packages/editor-documents-extended/editor-documents-extended.strings.js?simply_static_page=683
[2024-10-30 20:33:55] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/packages/editor-documents-extended/editor-documents-extended.strings.js?simply_static_page=683
[2024-10-30 20:33:55] [class-ss-url-fetcher.php:103] Filesize: 120 bytes
[2024-10-30 20:33:55] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-30 20:33:55] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor-pro/assets/js/packages/editor-documents-extended/editor-documents-extended.strings.js
[2024-10-30 20:33:55] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/6722983345b3f-EuuW4a.tmp to C:\xampp\htdocs\Vauler/wp-content/uploads\simply-static\temp-files/simply-static-1-1730320380/wp-content/plugins/elementor-pro/assets/js/packages/editor-documents-extended/editor-documents-extended.strings.js
[2024-10-30 20:33:55] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 20:33:55] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 20:33:55] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 20:33:55] [class-ss-page.php:119] Checking Content Identical:e70160771deb861cbb6f1853b96f32d422f7b5f6===. Value: FALSE
[2024-10-30 20:33:55] [class-ss-fetch-urls-task.php:72] URL: http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/packages/editor-notes/editor-notes.asset.php
[2024-10-30 20:33:55] [class-ss-task.php:58] [PAGES STATUS] Remaining:17; Total: 978
[2024-10-30 20:33:55] [class-ss-fetch-urls-task.php:79] Excludable found: URL: http://localhost/vauler/wp-content/plugins/elementor-pro/assets/js/packages/editor-notes/editor-notes.asset.php
